step,loss,val_loss,val_ppl,lr,grad_norm,tok_per_sec,gpu_temp,vram_mb,elapsed_s,loss_scale,overflow,fwd_ms,bwd_ms,optim_ms,vram_real_mb
1680,4.329677,,,4.136443e-05,0.7288,2463.2,60.0,1138.9,5637.6,65536.0,0,1172.51,2125.29,17.72,2280.0
1690,4.443265,,,3.950315e-05,0.7729,2465.4,60.0,1138.9,5671.0,65536.0,0,1172.57,2122.58,17.59,2280.0
1700,4.292383,,,3.769253e-05,0.7481,2461.8,60.0,1138.9,5704.3,65536.0,0,1174.81,2124.88,17.69,2280.0
1710,4.320717,,,3.593336e-05,0.7799,2459.3,60.0,1138.9,5737.7,65536.0,0,1174.38,2128.70,17.66,2280.0
1720,4.282507,,,3.422641e-05,0.7399,2462.7,60.0,1138.9,5771.1,65536.0,0,1174.14,2124.66,17.75,2280.0
1730,4.317991,,,3.257244e-05,0.7425,2462.8,60.0,1138.9,5804.5,65536.0,0,1173.15,2125.81,17.78,2280.0
1740,4.288059,,,3.097218e-05,0.7197,2458.0,60.0,1138.9,5837.9,65536.0,0,1173.95,2131.24,17.71,2280.0
1750,4.225929,,,2.942632e-05,0.8011,2459.0,60.0,1138.9,5871.2,65536.0,0,1174.31,2125.47,17.71,2280.0
1760,4.245440,,,2.793554e-05,0.7385,2460.5,60.0,1138.9,5904.6,65536.0,0,1173.88,2127.98,17.72,2280.0
1770,4.405370,,,2.650048e-05,0.7503,2462.4,60.0,1138.9,5937.9,65536.0,0,1174.14,2124.90,17.64,2280.0
1780,4.150990,,,2.512178e-05,0.7529,2461.4,60.0,1138.9,5971.3,65536.0,0,1173.42,2127.17,17.63,2280.0
1790,4.277100,,,2.380007e-05,0.7557,2460.0,60.0,1138.9,6004.7,65536.0,0,1171.95,2130.89,17.62,2280.0
1800,4.379452,,,2.253590e-05,0.7619,2463.5,60.0,1138.9,6038.1,65536.0,0,1174.10,2124.10,17.61,2280.0
1810,4.320883,,,2.132984e-05,0.7603,2460.4,60.0,1138.9,6071.4,65536.0,0,1173.00,2128.06,17.72,2280.0
1820,4.249542,,,2.018240e-05,0.7658,2459.5,60.0,1138.9,6104.8,65536.0,0,1172.47,2130.01,17.91,2280.0
1830,4.382110,,,1.909411e-05,0.7706,2461.7,60.0,1138.9,6138.2,65536.0,0,1172.46,2127.45,18.10,2280.0
